pubblication_date,oggetto,cig,importoAggiudicazione,vendor_code,agency_name,sceltaContraente,agency_fiscal_code,vendor_name,importoSommeLiquidate,vendor_country
2011-1,RINNOVO FORNITURA PRESIDI PER INCONTINENTI DOMICILIARE,0732302AB7,8892000.00,03318780966,AZIENDA SANITARIA LOCALE CN1,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,01128930045,SCA HYGIENE PRODUCTS SPA,0,ITALY
2011-1,AFFIDAMENTO DI SERVIZI DI RICOLLOCAZIONE DI LAVORATORI IN SITUAZIONE DI DIFFICOLTÀ OCCUPAZIONALE A SOGGETTI ACCREDITATI PER LO SVOLGIMENTO DI SERVIZI AL LAVORO - PROVINCIA DI TRIESTE,07282402A8,0.00,01445380338,REGIONE AUTONOMA FRIULI-VENEZIA GIULIA,01-PROCEDURA APERTA,80014930327,WORKOPP SOCIETA&apos; PER AZIONI,0,ITALY
2011-1,PRINCIPIO ATTIVO IVABRADINA FINO AL 31/12/2012,0938956300,0,,"ASSOCIAZIONI, UNIONI O CONSORZI PRIVI DI PERSONALITA&apos; GIU...",23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,88888888885,,0,
2011-1,AFFIDAMENTO DELLA FORNITURA DI MAERIALE DI CONSUMO PER TERAPIA ANTALGICA,1320846C96,0,,AZIENDA SANITARIA LOCALE TO4,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,09736160012,,0,
2011-1,SERVIZIO DI PUBBLICAZIONE 21/2612,057115974F,0,,ACEA ATO 2 - GRUPPO ACEA - SOCIETA&apos; PER AZIONI,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,05848061007,,0,
2011-1,PND 2/2011 ASSISTENZA E CONSULENZA PROFESSIONALE,0744810CA4,0,,AMSA-AZIENDA MILANESE SERVIZI AMBIENTALI SPA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,05908960965,,0,
2011-1,SERVIZIO DI GESTIONE CENTRO SMILE,0733989ADF,0,,COMUNE DI MOLITERNO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,83000810768,,0,
2011-1,RACOLTA P.A P. VERDE E RACCOLTA RSU COMUNE DI PAULLO,0883889047,140000.00,00991830084,ASTEM GESTIONI S.R.L.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,04813200963,AIMERI AMBIENTE,0,ITALY
2011-1,PROTESI VASCOLARI E CARDIACHE-GUIDENT ITALIA SRL,27343107FC,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,ASSISTENZA TECNICA APPARECCHIATURE ELETTROMEDICALI (AREA OSPEDALE DI BORGOSESIA),0789900618,0,,AZIENDA SANITARIA LOCALE &apos;VC&apos;,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01811110020,,0,
2011-1,FORNITURA DI ENERGIA ELETTRICA PER I SERVIZI RESI DALL&apos;AMM.NE COM.LE (DAL 01/01/11 AL 31/12/11).-,3622312A6A,0,,COMUNE DI MONTOPOLI IN VAL D&apos;ARNO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,82000270502,,0,
2011-1,LICENZE D&apos;USO SW 360 VIEW+ E VERSION MANAGER,0778867560,55200.00,99999999999,MINISTERO DELL&apos;ECONOMIA E DELLE FINANZE,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80415740580,NON  CLASSIFICATO,0,ITALY
2011-1,TRASPORTI SANITARI ORDINARI - MISERICORDIA VALDAMBRA,2630323334,0,,AZIENDA USL 8 - AREZZO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,01458450515,,0,
2011-1,OPERE DI SISTEMAZIONE IDRAULICA A PROTEZIONE DEL METANODOTTO POTENZIAMENTO ALGERIA ITALIA DN1200 (48?) SUL TORRENTE SCHIAVO (EN),071513433E,2438410.00,,SNAM RETE GAS S.P.A.,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",13271390158,,0,
2011-1,AFFIDAMENTO SERVIZIO DI ASSISTENZA DOMICILIARE PERIODO DAL 1.6.2011 AL 31.5.2014,11155060AC,180795.61,02466410236,COMUNE DI LAZISE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00413860230,SPAZIO APERTO SOCIETA&apos; COOPERATIVA SOCIALE ONLUS,0,ITALY
2011-1,RIFIUTI ALLO STATO SOLIDO AREA TERRITORIALE PROVINCIA DI MESSINA,06834321ED,0,,AZIENDA SANITARIA PROVINCIALE DI CATANIA,01-PROCEDURA APERTA,04721260877,,0,
2011-1,AFFIDAMENTO ALLA SOC. SIEMENS SPA INTERVENTI DI MANUTENZIONE URGENTE SOMATOME VOLUME ZOOM,37424130E8,0,,ISTITUTI FISIOTERAPICI OSPITALIERI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02153140583,,0,
2011-1,PROCEDURA APERTA PER L?AGGIUDICAZIONE DI UN APPALTO PUBBLICO AVENTE AD OGGETTO I LAVORI DI COSTRUZIONE DELLA STRADA EST DAL RACCORDO STRADALE TRA VIA PIAVE FINO ALLA ROTATORIA CHE REALIZZERÀ LA PROVINCIA COMPRENSIVI DI LAVORI DI DEMOLIZIONE DI PALAZZI,0501424C29,0,,COMUNE DI MONTEVARCHI,01-PROCEDURA APERTA,00177290517,,0,
2011-1,SERVIZIO DI PUBBLICITA&apos;/IPAS,268273354D,0,,FONDAZIONE ARENA DI VERONA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00231130238,,0,
2011-1,IDEM,07503833A3,116151.00,03992220966,AZIENDA SANITARIA LOCALE CN1,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,01128930045,MAQUET ITALIA SPA A SOCIO UNICO,0,ITALY
2011-1,SONDE URETRALI,271942085E,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,RIMOZIONE DELLA FRANA SUL VERSANTE SOVRASTANTE LA STRADA DI ACCESSO ALLA DIGA SUL FLUMENDOSA A NURAGHE ARRUBIU (ORROLI),1309233D3C,0,,ENTE ACQUE DELLA SARDEGNA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00140940925,,0,
2011-1,INVESTIMENTI CERESIO SRL,242607191D,0,,AZIENDA SANITARIA LOCALE DELLA PROVINCIA DI MILANO 2,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,12319440157,,0,
2011-1,"SABBIATURA E VERNICIATURA TRAVI, RETICOLI, APPARECCHI DI APPOGGIO E DISSIPATORI DELLO SVINCOLO DI COLLESALVETTI",0894113562,0,,SOCIETA&apos; AUTOSTRADA TIRRENICA P.A.,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00080050537,,0,
2011-1,SERVIZI EDUCATIVI DOMICILIARI,0677455D89,0,,SOCIETA&apos; DELLA SALUTE NORD OVEST,01-PROCEDURA APERTA,05517820485,,0,
2011-1,CONSULENZA  E ASSISTENZA CONTENZIOSO TRIBUTARIO,0755070F75,0,,AZIENDA TRASPORTI MILANESI S.P.A.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,97230720159,,0,
2011-1,STUDIO DENTISTICO ASSOCIATO DEI DOTT.RI CRISTINA E MARIA GABRIELLA GRAMEGNA - ALTAMURA,293575018A,0,,AZIENDA SANITARIA LOCALE BARI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,06534340721,,0,
2011-1,PROROGA PER DISPOSITIVI PROTESICI E TRAUMATOLOGICI PER ORTOPEDIA E NEUROCHIRURGIA.,2733559C3C,231000.00,12155230159,AZIENDA OSPEDALIERA OSPEDALE CONSORZIALE POLICLINICO,01-PROCEDURA APERTA,04846410720,WRIGHT MEDICAL ITALY SRL,0,ITALY
2011-1,FORNITURA PROTESI E PRESIDI CHIRURGICI PER LE STRUTTURE DI ORTOPEDIA DELLA ASL TA - DEL. C.S. N.95 DEL 17/01/2011 - ORTOPEDICAL,3335769BA6,0,,AZIENDA UNITA&apos; SANITARIA LOCALE ASL TA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02026690731,,0,
2011-1,SERVIZIO DI ASSISTENZA DOMICILIARE SANITARIA INTEGRATA E CURE PALLIATIVE NEL TERRITORIO DELL&apos;A.S.P. DI AG.,0786068BD2,0,,AZIENDA SANITARIA PROVINCIALE DI AGRIGENTO,01-PROCEDURA APERTA,02570930848,,0,
2011-1,ROSA COOP. SOC.,2386055ADD,0,,AZIENDA SANITARIA LOCALE DELLA PROVINCIA DI PAVIA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01748780184,,0,
2011-1,FORNITURA CARBURANTE AUTOTRAZIONE AUTOVEICOLI SOCIETÀ LABORATORI S.P.A.,0818365827,0,,LABORATORI S.P.A,01-PROCEDURA APERTA,04284731009,,0,
2011-1,BRESCIA NICOLA -BARI,29291234C3,0,,AZIENDA SANITARIA LOCALE BARI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,06534340721,,0,
2011-1,GPN 01/2011 SERVIZI ALBERGHIERI A PERSONALE FS IN LOCALITÀ LECCE,087071049E,0,,FERSERVIZI SPA,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,04207001001,,0,
2011-1,CONVENZIONE PER FORNITURA PASTI AI DIPENDENTI,0763900637,0,,AZIENDA TRASPORTI MILANESI S.P.A.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,97230720159,,0,
2011-1,"RIQUALIFICAZIONE DELLA PALESTRA NELLA SCUOLA MEDIA G. SCOTTI, SITA IN VIA M. MAZZELLA ? 1° STRALCIO FUNZIONALE",09538169DA,0,,COMUNE DI ISCHIA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00643280639,,0,
2011-1,AFFIDAMENTO DEL SERVIZIO DI TRASPORTO IN EMERGENZA SANITARIA &quot;118&quot; - SERMOLFETTA,2897166104,0,,AZIENDA SANITARIA LOCALE BARI,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,06534340721,,0,
2011-1,SERVIZIO DI PULIZA DEL TERRITORIO ANNO 2011,0927105F3B,0,,COMUNE DI CORTE FRANCA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00789430170,,0,
2011-1,"CONCESSIONE DI PROGETTAZIONE, COSTRUZIONE E GEATIONE DI CENTRO SERVIZI ANZIANI NON AUTOSUFF. MAX 60 POSTI LETTO, DI CUI 30 ACCREDITATI, CON FORNITURA DI ARREDI E IMPIANTI E ANNESSI SERVIZI NEL COMUNE DI ERBEZZO",0794465D3E,0,,COMUNE DI ERBEZZO,01-PROCEDURA APERTA,00670360239,,0,
2011-1,EVOLUZIONE MANUTENZIONE E ASSISTENZA PER L&apos;ANNO 2011 DEI PRODOTTI CBIM IN USO PRESSO L&apos;ENTE,087001356F,0,,ENTE OSPEDALIERO OSPEDALI GALLIERA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,00557720109,,0,
2011-1,LAVORI DI REALIZZAZIONE IMPIANTO ELETTRICO EDIFICO SCOLASTICO IN LOC. GROTTO&apos; COMPLETAMENTO,07410562C1,0,,COMUNE DI BAGNONE,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,00081870453,,0,
2011-1,CONVENZIONE PER LA GESTIONE DELLA SCUOLA DELL&apos;INFANZIA,2976530641,148000.00,81000300236,COMUNE DI TORRI DEL BENACO,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00661030239,SCUOLA MATERNA SAN FILIPPO NERI,0,ITALY
2011-1,MANUTENZIONE APPARECCHIATURE ANTINCENDIO,234903984C,0,,ACAM S.P.A,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00213810112,,0,
2011-1,INTEGRAZIONE RETTE DEGENZA MINORI IN ISTITUTI E GAM - FONDAZIONE DON GIOVANNI ZANANDREA - ANNO 2011,277884576E,0,,ASP CENTRO SERVIZI ALLA PERSONA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80006330387,,0,
2011-1,FORNITURA MATERIALE ELETTRICO ANNO 2011,0890871201,85000.00,00123060030,MEDITERRANEA DELLE ACQUE SPA,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",01965360991,COMOLI FERRARI E C.,0,ITALY
2011-1,MATERIALE VARIO X SUTURA -FUORI GARA,325459833B,0,,REGIONE VENETO - UNITA&apos; LOCALE SOCIO SANITARIA N.22,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02576210237,,0,
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE -,28670951A4,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,LAVORI DI COSTRUZIONE DI UNA CASA DI RIPOSO PER ANZIANI IN ZONA P.E.E.P. NELL&apos;AMBITO DEL PROGRAMMA INTEGRATO DI RIQUALIFICAZIONE DELLE PERIFERIE P.O.FESR PUGLIA 2007-2013 ASSE VII LINEA INTERVENTO 7.1 AZIONE 7.1.2,084840806E,555250.38,,COMUNE DI TIGGIANO,01-PROCEDURA APERTA,81002430759,,0,
2011-1,SERVIZIO GESTIONE RIFIUTI E CENTRI RACCOLTA,2859855AFE,0,,COMUNE DI RIOLUNATO,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,00661380360,,0,
2011-1,MANUTENZIONE PROGRAMMATA E ACCIDENTALE MACCHINA AD INDUZIONE MAGNETICA RHA20 PRESSO FORNITORE,0823430BEB,0,,ENEL SERVIZI SRL,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,06377691008,,0,
2011-1,CIRCONVALLAZIONE DI ORA CON COLLEGAMENTO ALLA SS 48 DELLE DOLOMITI. 2 LOTTO.,28687875EB,0,,PROVINCIA AUTONOMA BOLZANO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00390090215,,0,
2011-1,FORNITURA RICAMBI VARI PER AUTOVETTURE ED AUTOMEZZI,0762622793,70000.00,02221610989,LINEA GROUP HOLDING S.R.L.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01389070192,G.R.R. SAS DI BURNI LIVIO E C.,0,ITALY
2011-1,FORNITURA FARMACI,2426813D6D,0,,AZIENDA SANITARIA LOCALE CITTA&apos; DI MILANO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,12319130154,,0,
2011-1,IACOBELLIS ROCCO - BARI,2929096E78,0,,AZIENDA SANITARIA LOCALE BARI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,06534340721,,0,
2011-1,REALIZZAZIONE OPERE DI URBANIZZAZIONE PREVISTE DAL PIANO DI ATTUAZIONE RESIDENZIALE DENOMINATO «P.A.4»,0842674494,0,,SOGGETTO PRIVATO SENZA PERSONALITA&apos; GIURIDICA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,77777777770,,0,
2011-1,ORGANIZZAZIONE LOGISTICA DI UN SOGGIORNO ESTIVO MARINO PER MINORI,0813836EB2,0,,COMUNE DI CHIERI,01-PROCEDURA APERTA,82000210011,,0,
2011-1,APPLIED BIOSYSTEMS ITALIA FORNITURA DI DIAGNOSTICI E DISPOSITIVI INFUNGIBILI O DEDICATI OCCORRENTI AI LABORATORI DELLA FONDAZIONE PER 12 MESI,0914500D42,0,,FONDAZIONE IRCCS POLICLINICO &apos;S.MATTEO&apos;,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00303490189,,0,
2011-1,MANUTENZIONE IMPIANTI DI ALLARME INCENDIO PRESSO EDIFICI GIUDIZIARI,0614249E4B,0,,COMUNE DI LIVORNO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00104330493,,0,
2011-1,RDO 2011LL0003 INTERVENTI DI MANUTENZIONE SU INTERRUTTORI MT,0858564D69,200000.00,00736410150,A2A RETI ELETTRICHE SPA,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",12883430154,ABB S.P.A.,0,ITALY
2011-1,FORNITURA MATERIALE DI LABORATORIO DITTA DASIT ( REP. 133 - LOTTO 5 ),3410957AC0,0,,AZIENDA OSPEDALIERA UNIVERSITARIA POLICLINICO PAOLO GIACC...,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,05841790826,,0,
2011-1,ATTIVITÀ BIENNALE PER REVISIONE VALVOLE E ACCOPPIAMENTI FLANGIATI  PER IMPIANTO  TERMOELETTRICO DI MONTALTO DI CASTRO,0757421394,363608.44,,ENEL SERVIZI SRL,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",06377691008,,0,
2011-1,PACCHETTI SOFTWARE JOB SCHEDULER,067440589A,0,,ISTITUTO NAZIONALE DI FISICA NUCLEARE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,84001850589,,0,
2011-1,SERVIZIO DI RISTORAZIONE OSPEDALE ISOLA DELLA SCALA,2442573AFE,0,,REGIONE VENETO - UNITA&apos; LOCALE SOCIO SANITARIA N.22,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02576210237,,0,
2011-1,ADESIONE ALLA CONVENZIONE INTERCENTER MEDICINALI AVEC 2011-2014 LOTTO 947,0805909125,68036.00,00735390155,AZIENDA UNITA&apos; SANITARIA LOCALE DI IMOLA,999-NON CLASSIFICATO,90000900374,ASTRAZENECA SPA,0,ITALY
2011-1,N. 3 TC 64 SLICE,07090663C5,0,,AZIENDA OSPEDALIERA PUGLIESE - CIACCIO,01-PROCEDURA APERTA,01991520790,,0,
2011-1,FRUTTA E VERDURA FRESCHE,0486820890,0,,CASA DI RIPOSO MONUMENTO AI CADUTI IN GUERRA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,84000090278,,0,
2011-1,DISPOSITIVI PER SISTEMA ARTERO VENOSO - DITTA HEXACATH,2780934355,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,INSERIMENTO UTENTI LAINATESI PRESSO CENTRO DIURNO ASSOCIAZIONE LA - FRA ONLUS,2388073C2B,0,,COMUNE DI LAINATE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00856780150,,0,
2011-1,FORNITURA DERRATE ALIMENTARI - CONVENZIONE CONSIP,276477085F,0,,AZIENDA SANITARIA LOCALE BARI,27-CONFRONTO COMPETITIVO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE ,06534340721,,0,
2011-1,INTERVENTO PER IL MIGLIORAMENTO DELLE OPERE DI CAPTAZIONE DELLE ACQUE DEL RIO TSCHOFEN NEL TORRENTE BARTOLO IN COMUNE DI TARVISIO,0820425C1D,0,,COMUNE DI TARVISIO,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,00251670303,,0,
2011-1,PROROGA PER LA FORNITURA DI DISPOSITIVI SPECIALISTICI PER NEUROCHIRURGIA.,2723175319,0,,AZIENDA OSPEDALIERA OSPEDALE CONSORZIALE POLICLINICO,01-PROCEDURA APERTA,04846410720,,0,
2011-1,"PON SICUREZZA PROGETTO INCLUDERE PER CRESCERE - AFFIDAMENTO A TECNICI ESTERNI DELL&apos;INCARICO DI PROGETTAZIONE DEFINITIVA, ESECUTIVA E DIREZIONE LAVORI  E CONTABILITÀ",0725552871,0,,COMUNE DI SANT&apos;ANTIMO,01-PROCEDURA APERTA,01554810638,,0,
2011-1,AUTORIZZAZIONE ALL&apos;ACQUISIZIONE IN ECONOMIA DI VALVOLE DI CARDIOCHIRURGIA,077654485F,0,,SAN FILIPPO NERI AZIENDA OSPEDALIERA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,04738701004,,0,
2011-1,AFFIDAMENTO ALLESTIMENTI STAND REGIONE VENETO FIERA BIT 2011 - MILANO,0771180DDA,0,,CENTRO ESTERO DELLE CAMERE DI COMMERCIO DEL VENETO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80009080278,,0,
2011-1,ACQUISTO BUONI PASTI PER PERSONALE CFS DEL VENETO,331784979A,0,,CORPO FORESTALE DELLO STATO COORDINAMENTO REGIONALE DI PA...,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,80035560285,,0,
2011-1,SERVIZIO DI SMALTIMENTO DEI RIFIUTI SOLIDI URBANI,1645325523,41818.00,01469401002,COMUNE DI LUBRIANO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80003190560,ECOLOGIA VITERBO S.R.L.,0,ITALY
2011-1,ACQUISTO GENERI ALIMENTARI,0767827EDE,0,,RAGGRUPAMENTO LOGISTICO CENTRALE -ESERCITO ITALIANO-,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80239630587,,0,
2011-1,MANUTENZIONE ORDINARIA IMMOBILI - OPERE DA PITTORE - PH GAVARDO,108107969B,0,,AZIENDA OSPEDALIERA DI DESENZANO DEL GARDA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,01972400988,,0,
2011-1,"SERVIZIO DI TRASPORTO MERCI, COMPRESO CARICO E SCARICO, DA E VERSO I MAGAZZINI SITI PRESSO L&apos;ATTUALE SEDE S.ANNA ED IL NUOVO OSPEDALE DI CONA E PRESIDI ESTERNI, TRAMITE CONVENZIONE INTERCENT-ER",35760498FB,1609726.62,02884150588,AZIENDA OSPEDALIERO-UNIVERSITARIA DI FERRARA,999-NON CLASSIFICATO,01295950388,CNS - CONSORZIO NAZIONALE SERVIZI SOCIETA&apos; COOPERATIVA,0,ITALY
2011-1,LABORATORIO DI TOPOGRAFIA - STAZIONE G.N.S.S.,1291480302,0,,ISTITUTO TECNICO COMMERCIALE STATALE ACRI,01-PROCEDURA APERTA,85000410788,,0,
2011-1,SERVIZIO DI RECAPITO DI MATERIALE VARIO - SCREENING MAMMOGRAFICO E SCREENING DEL CARCINOMA DEL COLON RETTO,1506773469,63084.60,97103880585,AZIENDA SANITARIA LOCALE DELLA PROVINCIA DI VARESE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02413470127,POSTE ITALIANE SPA,0,ITALY
2011-1,SERVIZIO DI DISTRIBUZIONE MATERIALE PUBBLICITARIO/SIRI SERA,2688850D33,0,,FONDAZIONE ARENA DI VERONA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00231130238,,0,
2011-1,ELETTRIFICAZIONE FOTOVOLTAICA DELLE AREE RURALI LOCALITÀ GARAVURI PIANO DI ROLLO TERRATOLA,0619200400,0,,COMUNE DI CAPISTRANO,01-PROCEDURA APERTA,00297810798,,0,
2011-1,ACQUISIZIONE BENI E SERVIZI PER INSTALLAZIONE SISTEMA VIDEOSORVEGLIANZA,0758189D57,0,,UNIONE DI COMUNI &quot;VALLE DEL SAMOGGIA&quot;,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,91311930373,,0,
2011-1,CANCELLERIA,07497991B5,0,,AZIENDA SANITARIA LOCALE AVELLINO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02600160648,,0,
2011-1,SERVIZIO DI PULIZIA E SANIFICAZIONE DEL P.O. DELL&apos;ULSS N.22,2434165081,0,,REGIONE VENETO - UNITA&apos; LOCALE SOCIO SANITARIA N.22,21-PROCEDURA RISTRETTA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,02576210237,,0,
2011-1,"A12 - LAVORI DI MANUTENZIONE DELLE CENTINE POSTE ALL&apos;INTERNO DELLE TRE GALLERIE NATURALI &quot;MALENCHINI, RIMAZZANO, PIPISTRELLO",0898421874,0,,SOCIETA&apos; AUTOSTRADA TIRRENICA P.A.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00080050537,,0,
2011-1,PRESTAZIONE DI SERVIZI,0830631262,77960.00,DE 199603332,UNIVERSITA&apos; DI PISA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80003670504,PROFIL INSTITUT FUR STOFFWECHSELFORSCHUNG GMBH,0,NOT ITALY
2011-1,DISPOSITIVI ANTICADUTA,0885731058,0,,AZIENDA TRASPORTI MILANESI S.P.A.,01-PROCEDURA APERTA,97230720159,,0,
2011-1,SOMMINISTRAZIONE PASTI CALDI A DOMICILIO PER UTENTI S.A.D.,1440529A20,0,,COMUNE DI LEGNANO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00807960158,,0,
2011-1,MANUTENZIONE IMPIANTI ELETTRICI,264860412A,0,,FONDAZIONE ARENA DI VERONA,01-PROCEDURA APERTA,00231130238,,0,
2011-1,MANUTENZIONE PARCO SERVER,08276484BB,0,,AZIENDA TRASPORTI MILANESI S.P.A.,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,97230720159,,0,
2011-1,"PROCEDURA RISTRETTA PER LA REDAZIONE DELLA PROGETTAZIONE ESECUTIVA E LA REALIZZAZIONE DELLE OPERE PREVISTE DAL PROGETTO DEFINITIVO DEL 3° STRALCIO DI ATTUAZIONE DELL&apos;INTERVENTO DI EDILIZIA RESIDENZIALE PUBBLICA - PER 156 ALLOGGI - COMPRESO NEL SUB-AMBITO 7 DEL PRU DI PONTICELLI, APPROVATO CON DELIBERAZIONE DI G.C. N. 1693 DELL&apos;11/10/2010, NECESSARI ALLA MOBILITÀ DEGLI ATTUALI RESIDENTI NEL RIONR DR GASPERI, PER L&apos;IMPORTO DI ? 27.695.491,00.",05512856C4,0,,COMUNE DI NAPOLI,21-PROCEDURA RISTRETTA DERIVANTE DA AVVISI CON CUI SI INDICE LA GARA,80014890638,,0,
2011-1,FORNITURA BUONI PASTO PER I DIPENDENTI DELLA SEDE PROV.LE INPDAP DI COSENZA TRAMITE CONSIP,1627965F33,0,,ISTITUTO NAZIONALE PREVIDENZA PER I DIPENDENTI DELLE AMMI...,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,97095380586,,0,
2011-1,FORNITURA GAS METANO PER RISCALDAMENTO,317853955B,0,,COMUNE DI PADERNO D&apos;ADDA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,85000710138,,0,
2011-1,"MONTAGGIO, SMONTAGGIO E MTZ TUBAZIONI IN PLASTICA",08006984E3,900000.00,,ENIPOWER SPA,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",12958270154,,0,
